,address,listingby,price,beds,baths,sqft,building_type,price/sqft
482,"2620 Laguna St #7, San Francisco, CA 94123",NaN,"$3,695/mo",1 bd,1 ba,567 sqft,- Apartment for rent,NaN
483,"Alta Potrero | 1301 16th St, San Francisco, CA",NaN,"$2,785+ Studio","$3,040+ 1 bd","$4,725+ 2 bds",NaN,NaN,NaN
484,"990 Fulton | 990 Fulton St, San Francisco, CA",NaN,"$2,895+ Studio","$4,895 2 bds",NaN,NaN,NaN,NaN
485,"835 Pine | 835 Pine St, San Francisco, CA",NaN,"$1,595+ Studio","$2,795 1 bd",NaN,NaN,NaN,NaN
486,"The Paramount | 680 Mission St, San Francisco, CA",NaN,"$3,024+ Studio","$3,200+ 1 bd","$5,400+ 2 bds",NaN,NaN,NaN
487,"1240 Hayes St #XZ71R754A, San Francisco, CA 94117",NaN,"$4,195+/mo",1 bd,1 ba,817 sqft,- Apartment for rent,NaN
488,"1660 Bay St APT 204, San Francisco, CA 94123",NaN,"$3,695/mo",1 bd,1 ba,528 sqft,- Apartment for rent,NaN
489,"1950 Franklin St APT 1, San Francisco, CA 94109",NaN,"$3,195/mo",1 bd,1 ba,574 sqft,- Apartment for rent,NaN
490,"365 24th Ave #95M0CNFNC, San Francisco, CA 94121",NaN,"$3,295+/mo",1 bd,1 ba,553 sqft,- Apartment for rent,NaN
491,"33 8th at Trinity Place | 33 8th St, San Francisco, CA",NaN,"$1,999 Studio","$2,499+ 1 bd","$2,799+ 2 bds",NaN,NaN,NaN
492,"563 Webster | 563 Webster 805 Hayes Resid, San Francisco, CA",NaN,"$2,995+ 1 bd",NaN,NaN,NaN,NaN,NaN
493,"825 Pine St #9, San Francisco, CA 94108",NaN,"$2,895/mo",1 bd,1 ba,675 sqft,- Apartment for rent,NaN
494,"430 Scott St APT 6, San Francisco, CA 94117",NaN,"$3,495/mo",1 bd,1 ba,511 sqft,- Apartment for rent,NaN
495,"L Seven | 1222 Harrison St, San Francisco, CA",NaN,"$2,625 Studio","$3,085+ 1 bd","$3,945+ 2 bds",NaN,NaN,NaN
496,"1285 Sutter St UNIT 601, San Francisco, CA 94109",NaN,"$4,856/mo",2 bds,2 ba,"1,112 sqft",- Apartment for rent,NaN
497,"Etta | 1285 Sutter St, San Francisco, CA",NaN,"$4,351+ 2 bds",NaN,NaN,NaN,NaN,NaN
498,"The Fillmore Center | 1475 Fillmore St, San Francisco, CA",NaN,"$2,225+ Studio","$2,689+ 1 bd","$2,956+ 2 bds","$4,244 3 bds",NaN,NaN
499,"50 Jones | 50 Jones St, San Francisco, CA",NaN,"$2,179+ Studio","$2,440+ 1 bd","$3,164+ 2 bds",NaN,NaN,NaN
500,"2133 Stockton Street Apartments | 2133 Stockton St, San Francisco, CA",NaN,"$2,199+ 1 bd",NaN,NaN,NaN,NaN,NaN
501,"Avery 450 | 450 Folsom St, San Francisco, CA",NaN,"$4,695+ 1 bd","$4,695+ 2 bds",NaN,NaN,NaN,NaN
502,"Chorus | 30 Otis St, San Francisco, CA",NaN,"$2,772+ Studio","$3,251+ 1 bd","$5,151+ 2 bds","$7,177+ 3 bds",NaN,NaN
503,"Bayside Village | 3 Bayside Village Pl, San Francisco, CA",NaN,"$2,630+ Studio","$3,100+ 1 bd","$3,670+ 2 bds",NaN,NaN,NaN
504,"333 Fremont | 333 Fremont St, San Francisco, CA",NaN,"$3,422+ 1 bd",NaN,NaN,NaN,NaN,NaN
505,"The Madelon | 2823 18th St, San Francisco, CA",NaN,"$2,846+ Studio","$2,976+ 1 bd","$4,176+ 2 bds",NaN,NaN,NaN
506,"The Rise Hayes Valley | 1699 Market St, San Francisco, CA",NaN,"$2,700 Studio","$3,150+ 1 bd","$4,615+ 2 bds",NaN,NaN,NaN
507,"1127-1133 Kearny St #1127-06, San Francisco, CA 94133",NaN,"$2,595/mo",Studio,1 ba,337 sqft,- Apartment for rent,NaN
508,"Fifteen Fifty | 1550 Mission St, San Francisco, CA",NaN,"$2,950+ Studio","$3,975+ 1 bd","$5,550+ 2 bds","$8,500+ 3 bds",NaN,NaN
509,"HQ | 1532 Harrison St, San Francisco, CA",NaN,"$2,257+ Studio","$3,005+ 1 bd","$2,804+ 2 bds",NaN,NaN,NaN
510,"Blueground Furnished Apartments SF | 149 New Montgomery St, San Francisco, CA",NaN,"$2,500+ Studio","$3,000+ 1 bd","$2,930+ 2 bds",NaN,NaN,NaN
511,"Clay Park Tower Apartments | 1890 Clay St, San Francisco, CA",NaN,"$2,799 Studio","$3,119+ 1 bd",NaN,NaN,NaN,NaN
512,"Mosso | 900 Folsom St, San Francisco, CA",NaN,"$2,785+ Studio","$2,775+ 1 bd","$3,635+ 2 bds",NaN,NaN,NaN
513,"Mason on Mariposa | 1601 Mariposa St, San Francisco, CA",NaN,"$4,110+ 1 bd","$4,810+ 2 bds",NaN,NaN,NaN,NaN
514,"Avalon at Mission Bay | 255 King St, San Francisco, CA",NaN,"$2,690+ Studio","$3,182+ 1 bd","$3,895+ 2 bds",NaN,NaN,NaN
515,"Mosser Towers Apartments | 455 Eddy St, San Francisco, CA",NaN,"$1,425+ Studio","$1,895+ 1 bd",NaN,NaN,NaN,NaN
516,"1501-1509 Haight St #6, San Francisco, CA 94117",NaN,"$3,045/mo",2 bds,1 ba,939 sqft,- Apartment for rent,NaN
517,"325 9TH AVENUE Apartments | 325 9th Ave, San Francisco, CA",NaN,"$2,995 1 bd","$2,695+ 2 bds",NaN,NaN,NaN,NaN
518,"350 JUDAH Apartments | 350 Judah St, San Francisco, CA",NaN,"$2,495+ Studio","$2,695+ 1 bd","$3,295+ 2 bds",NaN,NaN,NaN
519,"720 Baker St APT D, San Francisco, CA 94115",NaN,"$3,395/mo",2 bds,1 ba,657 sqft,- Apartment for rent,NaN
520,"1395 Union St APT 9, San Francisco, CA 94109",NaN,"$4,895/mo",2 bds,2 ba,774 sqft,- Apartment for rent,NaN
521,"1228 Pacheco St, San Francisco, CA 94116",NaN,"$4,995/mo",3 bds,2 ba,"1,570 sqft",- House for rent,NaN
522,"1316 Hayes St, San Francisco, CA 94117",NaN,"$6,995/mo",4 bds,2 ba,-- sqft,- Apartment for rent,NaN
523,"Pinnacle at Nob Hill | 899 Pine St, San Francisco, CA",NaN,"$2,350+ Studio","$3,300+ 1 bd","$3,485+ 2 bds",NaN,NaN,NaN
524,"17 Russell St, San Francisco, CA 94109",NaN,"$3,400/mo",2 bds,1 ba,-- sqft,- Apartment for rent,NaN
525,"399 Fremont | 399 Fremont St, San Francisco, CA",NaN,"$2,798+ Studio","$3,999+ 1 bd","$4,840+ 2 bds","$8,894+ 3 bds",NaN,NaN
526,"(undisclosed Address), San Francisco, CA 94122",NaN,"$2,500/mo",1 bd,1 ba,600 sqft,- Apartment for rent,NaN
527,"Trinity Towers Apartments | 888 Ofarrell St, San Francisco, CA",NaN,"$2,284 Studio","$2,449+ 1 bd","$2,999 2 bds",NaN,NaN,NaN
528,"2429 Bay St, San Francisco, CA 94123",NaN,"$22,500/mo",5 bds,3.5 ba,"3,300 sqft",- House for rent,NaN
529,"Mission Bay by Windsor | 360 Berry St, San Francisco, CA",NaN,"$3,040 1 bd","$4,270 2 bds",NaN,NaN,NaN,NaN
530,"201 11th Ave #1, San Francisco, CA 94118",NaN,"$3,300/mo",2 bds,1 ba,870 sqft,- Apartment for rent,NaN
531,"Channel Mission Bay | 185 Channel St, San Francisco, CA",NaN,"$3,638+ 1 bd","$5,011 2 bds",NaN,NaN,NaN,NaN
532,"407 Lombard St, San Francisco, CA 94133",NaN,"$4,995/mo",3 bds,2 ba,"1,000 sqft",- Apartment for rent,NaN
533,"Edgewater | 355 Berry St, San Francisco, CA",NaN,"$2,358+ Studio","$2,813+ 1 bd",NaN,NaN,NaN,NaN
534,"180 Bartlett St, San Francisco, CA 94110",NaN,"$5,100/mo",3 bds,1 ba,"1,200 sqft",- Townhouse for rent,NaN
535,"517 Corbett Ave, San Francisco, CA 94114",NaN,"$3,650/mo",2 bds,1 ba,"1,111 sqft",- Apartment for rent,NaN
536,"447 Oak St, San Francisco, CA 94102",NaN,"$6,495/mo",3 bds,2 ba,-- sqft,- Apartment for rent,NaN
537,"603 Natoma St #309A, San Francisco, CA 94103",NaN,"$2,495/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
538,"488 Folsom St #3403A, San Francisco, CA 94105",NaN,"$5,995/mo",1 bd,1.5 ba,-- sqft,- Apartment for rent,NaN
539,"1388 Gough St, San Francisco, CA",NaN,"$3,550 1 bd","$3,995 2 bds",NaN,NaN,NaN,NaN
540,"400 Spear St APT 206, San Francisco, CA 94105",NaN,"$3,900/mo",1 bd,1 ba,933 sqft,- Apartment for rent,NaN
541,"555 4th St, San Francisco, CA",NaN,"$3,000 Studio","$3,400 1 bd","$3,900 2 bds",NaN,NaN,NaN
542,"1075 Market St, San Francisco, CA",NaN,"$2,350 Studio","$3,380 1 bd",NaN,NaN,NaN,NaN
543,"600 Chestnut St #206C, San Francisco, CA 94133",NaN,"$4,095/mo",2 bds,2 ba,-- sqft,- Apartment for rent,NaN
544,"1253 19th Ave, San Francisco, CA 94122",NaN,"$2,200/mo",2 bds,1 ba,-- sqft,- Apartment for rent,NaN
545,"870 Harrison St UNIT 201, San Francisco, CA 94107",NaN,"$2,850/mo",1 bd,1 ba,650 sqft,- Apartment for rent,NaN
546,"3572 17th St, San Francisco, CA",NaN,"$2,400 1 bd","$5,500 3 bds",NaN,NaN,NaN,NaN
547,"3450 Pierce St, San Francisco, CA 94123",NaN,"$3,050/mo",1 bd,1 ba,950 sqft,- Apartment for rent,NaN
548,"800 Naples St, San Francisco, CA 94112",NaN,"$1,985/mo",2 bds,1 ba,"1,727 sqft",- Apartment for rent,NaN
549,"320 Monterey Blvd #D, San Francisco, CA 94131",NaN,"$2,200/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
550,"99 Rausch St, San Francisco, CA",NaN,"$2,595 Studio","$2,795 1 bd","$3,495 2 bds",NaN,NaN,NaN
551,"2303 Webster St, San Francisco, CA 94115",NaN,"$2,150/mo",1 bd,1 ba,700 sqft,- Apartment for rent,NaN
552,"771 35th Ave APT 2, San Francisco, CA 94121",NaN,"$2,798/mo",2 bds,2 ba,"1,000 sqft",- Apartment for rent,NaN
553,"862 Guerrero St APT 1, San Francisco, CA 94110",NaN,"$2,200/mo",Studio,1 ba,500 sqft,- Apartment for rent,NaN
554,"109 Lower Ter, San Francisco, CA 94114",NaN,"$6,450/mo",3 bds,2 ba,"1,500 sqft",- Apartment for rent,NaN
555,"499 33rd Ave APT 301, San Francisco, CA 94121",NaN,"$4,000/mo",3 bds,2.5 ba,"1,299 sqft",- Apartment for rent,NaN
556,"2817 24th St #A, San Francisco, CA 94110",NaN,"$3,400/mo",1 bd,1 ba,900 sqft,- Apartment for rent,NaN
557,"52 Gilbert St, San Francisco, CA 94103",NaN,"$10,000/mo",6 bds,2.5 ba,"2,400 sqft",- House for rent,NaN
558,"1750 Sutter St APT 204, San Francisco, CA 94115",NaN,"$2,600/mo",1 bd,1 ba,700 sqft,- Apartment for rent,NaN
559,"765 Market St, San Francisco, CA",NaN,"$5,950 1 bd","$7,850 2 bds","$16,000 3 bds",NaN,NaN,NaN
560,"1590 15th Ave, San Francisco, CA 94122",NaN,"$7,200/mo",5 bds,3 ba,"2,387 sqft",- House for rent,NaN
561,"50 Manzanita Ave #48A, San Francisco, CA 94118",NaN,"$2,750/mo",1 bd,1 ba,500 sqft,- Apartment for rent,NaN
562,"1314 44th Ave, San Francisco, CA 94122",NaN,"$2,300/mo",1 bd,1 ba,500 sqft,- House for rent,NaN
563,"450 Irving St, San Francisco, CA 94122",NaN,"$2,550/mo",1 bd,1 ba,850 sqft,- Apartment for rent,NaN
564,"2968 Bush St, San Francisco, CA 94115",NaN,"$2,400/mo",1 bd,1 ba,800 sqft,- Apartment for rent,NaN
565,"301 Main St, San Francisco, CA",NaN,"$3,600+ 1 bd",NaN,NaN,NaN,NaN,NaN
566,"2189 Bay Shore Blvd #302, San Francisco, CA 94134",NaN,"$4,000/mo",3 bds,2.5 ba,"1,230 sqft",- Apartment for rent,NaN
567,"1701 Grove St APT 1, San Francisco, CA 94117",NaN,"$4,695/mo",2 bds,1 ba,-- sqft,- Apartment for rent,NaN
568,"1090 Montgomery St #302, San Francisco, CA 94133",NaN,"$2,875/mo",1 bd,1 ba,550 sqft,- Apartment for rent,NaN
569,"76 Peralta Ave, San Francisco, CA 94110",NaN,"$2,800/mo",1 bd,1 ba,800 sqft,- House for rent,NaN
570,"1961 Jefferson St APT 3, San Francisco, CA 94123",NaN,"$2,295/mo",Studio,1 ba,600 sqft,- Apartment for rent,NaN
571,"75 Ora Way, San Francisco, CA 94131",NaN,"$2,800/mo",1 bd,1 ba,700 sqft,- Apartment for rent,NaN
572,"50 Stanyan St #304, San Francisco, CA 94118",NaN,"$3,200/mo",2 bds,1 ba,-- sqft,- Apartment for rent,NaN
573,"1844 Golden Gate Ave, San Francisco, CA 94115",NaN,"$10,999/mo",6 bds,3 ba,-- sqft,- Apartment for rent,NaN
574,"(undisclosed Address), San Francisco, CA 94112",NaN,"$3,200/mo",2 bds,1 ba,900 sqft,- House for rent,NaN
575,"493 29th St, San Francisco, CA 94131",NaN,"$4,650/mo",2 bds,1 ba,"1,295 sqft",- Apartment for rent,NaN
576,"164 Farallones St, San Francisco, CA 94112",NaN,"$3,500/mo",2 bds,1 ba,"1,036 sqft",- House for rent,NaN
577,"1586 18th Ave, San Francisco, CA 94122",NaN,"$2,000/mo",1 bd,1 ba,650 sqft,- Apartment for rent,NaN
578,"3768 Fillmore St, San Francisco, CA 94123",NaN,"$10,000/mo",3 bds,2 ba,"2,506 sqft",- Apartment for rent,NaN
579,"940 Duncan St APT 103D, San Francisco, CA 94131",NaN,"$2,850/mo",1 bd,1 ba,744 sqft,- Apartment for rent,NaN
580,"2230 Geary Blvd #3, San Francisco, CA 94115",NaN,"$1,850/mo",Studio,1 ba,650 sqft,- Apartment for rent,NaN
581,"(undisclosed Address), San Francisco, CA 94116",NaN,"$1,850/mo",1 bd,1 ba,700 sqft,- House for rent,NaN
582,"338 Bright St, San Francisco, CA 94132",NaN,"$4,450/mo",3 bds,2 ba,"1,300 sqft",- House for rent,NaN
583,"629 Dolores St, San Francisco, CA 94110",NaN,"$9,000/mo",3 bds,2 ba,"1,582 sqft",- Apartment for rent,NaN
584,"519 Guerrero St #4, San Francisco, CA 94110",NaN,"$2,500/mo",1 bd,1 ba,650 sqft,- Apartment for rent,NaN
585,"31 Ellington Ave, San Francisco, CA 94112",NaN,"$5,000/mo",4 bds,3 ba,"1,400 sqft",- House for rent,NaN
586,"(undisclosed Address), San Francisco, CA 94133",NaN,"$4,050/mo",2 bds,1 ba,"1,000 sqft",- Apartment for rent,NaN
587,"131 Hartford St #A, San Francisco, CA 94114",NaN,"$4,300/mo",1 bd,1 ba,600 sqft,- Apartment for rent,NaN
588,"460 Francisco St APT 104, San Francisco, CA 94133",NaN,"$3,495/mo",1 bd,1 ba,921 sqft,- Apartment for rent,NaN
589,"1429 Hyde St APT 2, San Francisco, CA 94109",NaN,"$2,595/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
590,"60 Dearborn St APT 7, San Francisco, CA 94110",NaN,"$2,944/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
591,"1965 Grove St, San Francisco, CA 94117",NaN,"$5,000/mo",2 bds,2 ba,"1,464 sqft",- Apartment for rent,NaN
592,"2233 N Pt St, San Francisco, CA 94123",NaN,"$3,000/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
593,"735-737 15th Ave, San Francisco, CA 94118",NaN,"$2,995/mo",1 bd,1 ba,815 sqft,- Apartment for rent,NaN
594,"2040 Laguna St APT 202, San Francisco, CA 94115",NaN,"$3,950/mo",2 bds,2 ba,"1,020 sqft",- Apartment for rent,NaN
595,"840 Central Ave, San Francisco, CA",NaN,"$3,900+ 3 bds",NaN,NaN,NaN,NaN,NaN
596,"375 Carl St APT 4, San Francisco, CA 94117",NaN,"$2,750/mo",2 bds,1 ba,-- sqft,- Apartment for rent,NaN
597,"2150 Hyde St APT 2, San Francisco, CA 94109",NaN,"$5,500/mo",2 bds,2 ba,-- sqft,- Apartment for rent,NaN
598,"491 15th Ave #A, San Francisco, CA 94118",NaN,"$2,200/mo",2 bds,1 ba,600 sqft,- Apartment for rent,NaN
599,"415 Parker Ave #C, San Francisco, CA 94118",NaN,"$2,500/mo",1 bd,1 ba,700 sqft,- Apartment for rent,NaN
600,"505 Sanchez St, San Francisco, CA 94114",NaN,"$4,200/mo",2 bds,1 ba,"1,000 sqft",- Apartment for rent,NaN
601,"272 Lexington St, San Francisco, CA 94110",NaN,"$3,900/mo",2 bds,1 ba,900 sqft,- Apartment for rent,NaN
602,"184 Valley St, San Francisco, CA 94131",NaN,"$2,953/mo",2 bds,1 ba,950 sqft,- Apartment for rent,NaN
603,"1275 Buchanan St APT 1, San Francisco, CA 94115",NaN,"$1,695/mo",1 bd,1 ba,500 sqft,- Apartment for rent,NaN
604,"332 12th Ave, San Francisco, CA 94118",NaN,"$2,099/mo",1 bd,1 ba,550 sqft,- Apartment for rent,NaN
605,"1594 Sanchez St, San Francisco, CA 94131",NaN,"$3,600/mo",3 bds,1.5 ba,"1,100 sqft",- Apartment for rent,NaN
606,"910 Plymouth Ave, San Francisco, CA 94112",NaN,"$1,850/mo",2 bds,1 ba,500 sqft,- House for rent,NaN
607,"1616 Noe St, San Francisco, CA 94131",NaN,"$3,295/mo",1 bd,1 ba,900 sqft,- Apartment for rent,NaN
608,"355 1st St, San Francisco, CA",NaN,"$2,600 Studio","$5,400 2 bds",NaN,NaN,NaN,NaN
609,"401 Harrison St, San Francisco, CA",NaN,"$3,445+ 1 bd","$6,000 2 bds","$5,788 3 bds",NaN,NaN,NaN
610,"1463 20th Ave #B, San Francisco, CA 94122",NaN,"$2,150/mo",1 bd,1 ba,600 sqft,- Apartment for rent,NaN
611,"230 Saint Josephs Ave APT 3, San Francisco, CA 94115",NaN,"$2,250/mo",1 bd,1 ba,425 sqft,- Apartment for rent,NaN
612,"255 Red Rock Way APT 305H, San Francisco, CA 94131",NaN,"$3,650/mo",2 bds,2 ba,"1,175 sqft",- Apartment for rent,NaN
613,"2542 Pine St, San Francisco, CA 94115",NaN,"$5,000/mo",3 bds,1 ba,"1,500 sqft",- Apartment for rent,NaN
614,"512 Frederick St APT 25, San Francisco, CA 94117",NaN,"$2,245/mo",1 bd,1 ba,400 sqft,- Apartment for rent,NaN
615,"400 Beale St, San Francisco, CA",NaN,"$3,000 1 bd","$4,300+ 2 bds",NaN,NaN,NaN,NaN
616,"199 New Montgomery St, San Francisco, CA",NaN,"$1,950+ Studio","$2,600+ 1 bd","$3,300 2 bds",NaN,NaN,NaN
617,"1549 Treat Ave, San Francisco, CA 94110",NaN,"$3,250/mo",2 bds,1 ba,900 sqft,- Apartment for rent,NaN
618,"1360 Washington St, San Francisco, CA 94109",NaN,"$2,800/mo",2 bds,1 ba,-- sqft,- Apartment for rent,NaN
619,"189 Dolores St, San Francisco, CA 94103",NaN,"$2,625/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
620,"531 Pennsylvania Ave, San Francisco, CA 94107",NaN,"$4,600/mo",3 bds,2 ba,"1,575 sqft",- Apartment for rent,NaN
621,"45 Bartlett St, San Francisco, CA",NaN,"$3,000 1 bd","$4,800 2 bds",NaN,NaN,NaN,NaN
622,"4225 Cesar Chavez St #2, San Francisco, CA 94131",NaN,"$1,595/mo",Studio,1 ba,310 sqft,- Apartment for rent,NaN
623,"217 Laussat St, San Francisco, CA 94117",NaN,"$3,400/mo",2 bds,1 ba,"1,400 sqft",- Townhouse for rent,NaN
624,"1121 Bush St APT 4, San Francisco, CA 94109",NaN,"$2,350/mo",1 bd,1 ba,750 sqft,- Apartment for rent,NaN
625,"1415 27th Ave, San Francisco, CA 94122",NaN,"$2,700/mo",2 bds,1 ba,"1,200 sqft",- Apartment for rent,NaN
626,"1917 Oakdale Ave #A, San Francisco, CA 94124",NaN,"$2,500/mo",2 bds,1 ba,800 sqft,- Apartment for rent,NaN
627,"260 King St, San Francisco, CA",NaN,"$2,495 Studio","$3,800+ 2 bds",NaN,NaN,NaN,NaN
628,"1615 Golden Gate Ave, San Francisco, CA 94115",NaN,"$5,500/mo",4 bds,1 ba,"1,800 sqft",- Apartment for rent,NaN
629,"270 Bayview Cir, San Francisco, CA 94124",NaN,"$4,500/mo",2 bds,2 ba,"1,601 sqft",- House for rent,NaN
630,"65 Coleridge St, San Francisco, CA 94110",NaN,"$4,500/mo",2 bds,1 ba,"1,000 sqft",- Apartment for rent,NaN
631,"61 Grace St, San Francisco, CA 94103",NaN,"$3,995/mo",3 bds,2 ba,"1,200 sqft",- Condo for rent,NaN
632,"2845 Polk St APT 301, San Francisco, CA 94109",NaN,"$2,395/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
633,"118 Chenery St #A, San Francisco, CA 94131",NaN,"$1,700/mo",Studio,1 ba,600 sqft,- Apartment for rent,NaN
634,"3723 Cesar Chavez, San Francisco, CA 94110",NaN,"$2,495/mo",1 bd,1 ba,450 sqft,- Apartment for rent,NaN
635,"3418 26th St, San Francisco, CA 94110",NaN,"$3,000/mo",1 bd,2 ba,615 sqft,- Apartment for rent,NaN
636,"4131 Judah St, San Francisco, CA 94122",NaN,"$3,000/mo",2 bds,1 ba,"1,150 sqft",- Apartment for rent,NaN
637,"3701 Noriega St, San Francisco, CA",NaN,"$4,300+ 2 bds","$5,500 3 bds",NaN,NaN,NaN,NaN
638,"201 Harrison St, San Francisco, CA",NaN,"$2,300 Studio","$2,950 1 bd","$3,600+ 2 bds",NaN,NaN,NaN
