,address,listingby,price,beds,baths,sqft,building_type,price/sqft
639,"109 Bartlett St, San Francisco, CA",NaN,"$1,995 Studio","$2,950 1 bd",NaN,NaN,NaN,NaN
640,"401 Harrison St, San Francisco, CA",NaN,"$3,445+ 1 bd","$6,000 2 bds","$5,788 3 bds",NaN,NaN,NaN
641,"6827 Geary Blvd, San Francisco, CA 94121",NaN,"$3,000/mo",2 bds,1 ba,-- sqft,- Apartment for rent,NaN
642,"(undisclosed Address), San Francisco, CA 94122",NaN,"$1,790/mo",Studio,1 ba,500 sqft,- Apartment for rent,NaN
643,"1884 Filbert St, San Francisco, CA 94123",NaN,"$3,800/mo",2 bds,1 ba,850 sqft,- Apartment for rent,NaN
644,"65 Coleridge St, San Francisco, CA 94110",NaN,"$4,500/mo",2 bds,1 ba,"1,000 sqft",- Apartment for rent,NaN
645,"998 Divisadero St #103, San Francisco, CA 94115",NaN,"$1,895/mo",Studio,1 ba,-- sqft,- Apartment for rent,NaN
646,"76 Peralta Ave, San Francisco, CA 94110",NaN,"$2,800/mo",1 bd,1 ba,800 sqft,- House for rent,NaN
647,"2450 Bayshore Blvd, San Francisco, CA 94134",NaN,"$1,300/mo",Studio,1 ba,450 sqft,- Apartment for rent,NaN
648,"505 Sanchez St, San Francisco, CA 94114",NaN,"$4,200/mo",2 bds,1 ba,"1,000 sqft",- Apartment for rent,NaN
649,"1121 Bush St APT 4, San Francisco, CA 94109",NaN,"$2,350/mo",1 bd,1 ba,750 sqft,- Apartment for rent,NaN
650,"2150 Hyde St APT 2, San Francisco, CA 94109",NaN,"$5,500/mo",2 bds,2 ba,-- sqft,- Apartment for rent,NaN
651,"415 Parker Ave #C, San Francisco, CA 94118",NaN,"$2,500/mo",1 bd,1 ba,700 sqft,- Apartment for rent,NaN
652,"(undisclosed Address), San Francisco, CA 94116",NaN,"$1,850/mo",1 bd,1 ba,700 sqft,- House for rent,NaN
653,"164 Farallones St, San Francisco, CA 94112",NaN,"$3,500/mo",2 bds,1 ba,"1,036 sqft",- House for rent,NaN
654,"1429 Hyde St APT 2, San Francisco, CA 94109",NaN,"$2,595/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
655,"2682 San Jose Ave, San Francisco, CA 94112",NaN,"$3,000/mo",2 bds,1 ba,"1,050 sqft",- House for rent,NaN
656,"50 Manzanita Ave #48A, San Francisco, CA 94118",NaN,"$2,750/mo",1 bd,1 ba,500 sqft,- Apartment for rent,NaN
657,"499 33rd Ave APT 301, San Francisco, CA 94121",NaN,"$4,000/mo",3 bds,2.5 ba,"1,299 sqft",- Apartment for rent,NaN
658,"1819 Mcallister St, San Francisco, CA 94115",NaN,"$4,500/mo",3 bds,1 ba,"1,200 sqft",- Apartment for rent,NaN
659,"2701 Van Ness Ave APT 506, San Francisco, CA 94109",NaN,"$1,695/mo",Studio,1 ba,555 sqft,- Apartment for rent,NaN
660,"7 Danvers, San Francisco, CA 94127",NaN,"$3,000/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
661,"324 Union St, San Francisco, CA 94133",NaN,"$2,795/mo",1 bd,1 ba,750 sqft,- Apartment for rent,NaN
662,"45 Bartlett St, San Francisco, CA",NaN,"$3,000 1 bd","$4,800 2 bds",NaN,NaN,NaN,NaN
663,"493 29th St, San Francisco, CA 94131",NaN,"$4,650/mo",2 bds,1 ba,"1,295 sqft",- Apartment for rent,NaN
664,"4131 Judah St, San Francisco, CA 94122",NaN,"$3,000/mo",2 bds,1 ba,"1,150 sqft",- Apartment for rent,NaN
665,"1463 20th Ave #B, San Francisco, CA 94122",NaN,"$2,150/mo",1 bd,1 ba,600 sqft,- Apartment for rent,NaN
666,"1366 10th Ave, San Francisco, CA 94122",NaN,"$3,900/mo",3 bds,1 ba,"1,250 sqft",- Apartment for rent,NaN
667,"2 Montague Pl, San Francisco, CA 94133",NaN,"$3,195/mo",1 bd,1 ba,800 sqft,- Apartment for rent,NaN
668,"862 Guerrero St APT 1, San Francisco, CA 94110",NaN,"$2,200/mo",Studio,1 ba,500 sqft,- Apartment for rent,NaN
669,"108 Langton St APT B, San Francisco, CA 94103",NaN,"$2,895/mo",2 bds,2 ba,775 sqft,- Apartment for rent,NaN
670,"2303 Webster St, San Francisco, CA 94115",NaN,"$2,150/mo",1 bd,1 ba,700 sqft,- Apartment for rent,NaN
671,"1961 Jefferson St APT 3, San Francisco, CA 94123",NaN,"$2,295/mo",Studio,1 ba,600 sqft,- Apartment for rent,NaN
672,"61 Grace St, San Francisco, CA 94103",NaN,"$3,995/mo",3 bds,2 ba,"1,200 sqft",- Condo for rent,NaN
673,"409 26th Ave #3, San Francisco, CA 94121",NaN,"$1,895/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
674,"109 Lower Ter, San Francisco, CA 94114",NaN,"$6,450/mo",3 bds,2 ba,"1,500 sqft",- Apartment for rent,NaN
675,"217 Laussat St, San Francisco, CA 94117",NaN,"$3,400/mo",2 bds,1 ba,"1,400 sqft",- Townhouse for rent,NaN
676,"510 39th Ave, San Francisco, CA 94121",NaN,"$5,500/mo",5 bds,3 ba,"2,400 sqft",- House for rent,NaN
677,"287 Sweeny St #287, San Francisco, CA 94134",NaN,"$1,800/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
678,"540 Filbert St, San Francisco, CA 94133",NaN,"$2,385/mo",2 bds,1 ba,700 sqft,- Apartment for rent,NaN
679,"374 11th St UNIT 6, San Francisco, CA 94103",NaN,"$5,950/mo",2 bds,2.5 ba,"2,095 sqft",- Apartment for rent,NaN
680,"1555 Shafter Ave, San Francisco, CA 94124",NaN,"$2,850/mo",2 bds,1 ba,900 sqft,- Apartment for rent,NaN
681,"415 Parker Ave #C, San Francisco, CA 94118",NaN,"$2,500/mo",1 bd,1 ba,700 sqft,- Apartment for rent,NaN
682,"1745 Pacific Ave, San Francisco, CA",NaN,"$2,195+ Studio","$2,495+ 1 bd",NaN,NaN,NaN,NaN
683,"445 Union St, San Francisco, CA 94133",NaN,"$2,880/mo",2 bds,1 ba,600 sqft,- House for rent,NaN
684,"1463 20th Ave #B, San Francisco, CA 94122",NaN,"$2,150/mo",1 bd,1 ba,600 sqft,- Apartment for rent,NaN
685,"570 Innes Ave, San Francisco, CA 94124",NaN,"$3,200/mo",2 bds,2 ba,957 sqft,- Apartment for rent,NaN
686,"268 Somerset St, San Francisco, CA 94134",NaN,"$3,900/mo",3 bds,2 ba,"1,600 sqft",- House for rent,NaN
687,"1961 Jefferson St APT 3, San Francisco, CA 94123",NaN,"$2,295/mo",Studio,1 ba,600 sqft,- Apartment for rent,NaN
688,"61 Grace St, San Francisco, CA 94103",NaN,"$3,995/mo",3 bds,2 ba,"1,200 sqft",- Condo for rent,NaN
689,"344 Carl St #6, San Francisco, CA 94117",NaN,"$2,475/mo",1 bd,1 ba,600 sqft,- Apartment for rent,NaN
690,"375 Carl St APT 4, San Francisco, CA 94117",NaN,"$2,750/mo",2 bds,1 ba,-- sqft,- Apartment for rent,NaN
691,"1549 Treat Ave, San Francisco, CA 94110",NaN,"$3,250/mo",2 bds,1 ba,900 sqft,- Apartment for rent,NaN
692,"501 33rd Ave APT 305, San Francisco, CA 94121",NaN,"$4,500/mo",3 bds,3 ba,"1,847 sqft",- Apartment for rent,NaN
693,"11 San Antonio Pl #1, San Francisco, CA 94133",NaN,"$2,100/mo",1 bd,1 ba,600 sqft,- Apartment for rent,NaN
694,"287 Sweeny St #287, San Francisco, CA 94134",NaN,"$1,800/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
695,"647 18th Ave, San Francisco, CA 94121",NaN,"$2,750/mo",2 bds,1 ba,950 sqft,- Apartment for rent,NaN
696,"1884 Filbert St, San Francisco, CA 94123",NaN,"$3,800/mo",2 bds,1 ba,850 sqft,- Apartment for rent,NaN
697,"189 Dolores St, San Francisco, CA 94103",NaN,"$2,625/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
698,"510 39th Ave, San Francisco, CA 94121",NaN,"$5,500/mo",5 bds,3 ba,"2,400 sqft",- House for rent,NaN
699,"75 Sierra St APT 301, San Francisco, CA 94107",NaN,"$4,000/mo",2 bds,2 ba,"1,175 sqft",- Condo for rent,NaN
700,"1200 Silver Ave, San Francisco, CA 94134",NaN,"$5,300/mo",4 bds,3 ba,-- sqft,- Apartment for rent,NaN
701,"1239 24th Ave, San Francisco, CA 94122",NaN,"$3,950/mo",2 bds,1 ba,"1,500 sqft",- Apartment for rent,NaN
702,"1121 Bush St APT 4, San Francisco, CA 94109",NaN,"$2,350/mo",1 bd,1 ba,750 sqft,- Apartment for rent,NaN
703,"1385 Masonic Ave, San Francisco, CA 94117",NaN,"$5,400/mo",4 bds,2 ba,"1,800 sqft",- Apartment for rent,NaN
704,"45 Bartlett St, San Francisco, CA",NaN,"$3,000 1 bd","$4,800 2 bds",NaN,NaN,NaN,NaN
705,"407 29th St APT 2, San Francisco, CA 94131",NaN,"$2,500/mo",1 bd,1 ba,700 sqft,- Apartment for rent,NaN
706,"840 Central Ave, San Francisco, CA",NaN,"$3,900+ 3 bds",NaN,NaN,NaN,NaN,NaN
707,"2189 Bay Shore Blvd #302, San Francisco, CA 94134",NaN,"$4,000/mo",3 bds,2.5 ba,"1,230 sqft",- Apartment for rent,NaN
708,"1314 44th Ave, San Francisco, CA 94122",NaN,"$2,300/mo",1 bd,1 ba,500 sqft,- House for rent,NaN
709,"1356 47th Ave #A, San Francisco, CA 94122",NaN,"$4,500/mo",3 bds,2 ba,"1,700 sqft",- Apartment for rent,NaN
710,"2683 Sutter St, San Francisco, CA 94115",NaN,"$3,890/mo",2 bds,1 ba,"1,210 sqft",- Apartment for rent,NaN
711,"1923 Oak St, San Francisco, CA 94117",NaN,"$4,000/mo",3 bds,1 ba,"1,300 sqft",- Apartment for rent,NaN
712,"432 Collingwood St, San Francisco, CA 94114",NaN,"$3,500/mo",2 bds,2 ba,790 sqft,- House for rent,NaN
713,"(undisclosed Address), San Francisco, CA 94116",NaN,"$1,850/mo",1 bd,1 ba,700 sqft,- House for rent,NaN
714,"50 Manzanita Ave #48A, San Francisco, CA 94118",NaN,"$2,750/mo",1 bd,1 ba,500 sqft,- Apartment for rent,NaN
715,"648 4th Ave, San Francisco, CA 94118",NaN,"$3,300/mo",2 bds,1 ba,"1,100 sqft",- Apartment for rent,NaN
716,"869 Grove St, San Francisco, CA 94117",NaN,"$5,400/mo",3 bds,2 ba,"1,100 sqft",- Apartment for rent,NaN
717,"419 Ivy St, San Francisco, CA",NaN,"$1,400+ Studio","$1,995+ 1 bd",NaN,NaN,NaN,NaN
718,"Ome Apartments | 663 Clementina St, San Francisco, CA",NaN,"$2,050+ Studio","$2,095+ 1 bd",NaN,NaN,NaN,NaN
719,"1137 Webster St APT 3, San Francisco, CA 94115",NaN,"$2,975/mo",1 bd,1 ba,750 sqft,- Apartment for rent,NaN
720,"2323 Larkin St APT 2, San Francisco, CA 94109",NaN,"$3,200/mo",2 bds,1 ba,850 sqft,- Apartment for rent,NaN
721,"1845 Lake St #5, San Francisco, CA 94121",NaN,"$3,400/mo",3 bds,1.5 ba,950 sqft,- Apartment for rent,NaN
722,"542 43rd Ave, San Francisco, CA 94121",NaN,"$3,850/mo",2 bds,1 ba,"1,200 sqft",- Apartment for rent,NaN
723,"601 Van Ness Ave, San Francisco, CA",NaN,"$1,950 Studio","$2,500+ 1 bd","$3,500 2 bds",NaN,NaN,NaN
724,"Astella | 975 Bryant St, San Francisco, CA",NaN,"$2,224+ Studio","$2,595+ 1 bd","$3,544+ 2 bds","$5,318+ 3 bds",NaN,NaN
725,"70 Stanford Heights Ave, San Francisco, CA 94127",NaN,"$4,200/mo",3 bds,2 ba,"1,220 sqft",- House for rent,NaN
726,"1515 15th St, San Francisco, CA 94103",NaN,"$4,895/mo",2 bds,2 ba,"1,113 sqft",- Apartment for rent,NaN
727,"555 Ortega St, San Francisco, CA 94122",NaN,"$6,600/mo",4 bds,2 ba,"2,067 sqft",- House for rent,NaN
728,"(undisclosed Address), San Francisco, CA 94134",NaN,"$1,350/mo",Studio,1 ba,600 sqft,- House for rent,NaN
729,"2160 Van Ness Ave, San Francisco, CA",NaN,"$1,875+ Studio",NaN,NaN,NaN,NaN,NaN
730,"725 Ellis St #603, San Francisco, CA 94109",NaN,"$1,595/mo",Studio,1 ba,-- sqft,- Apartment for rent,NaN
731,"Modera Rincon Hill | 390 1st St, San Francisco, CA",NaN,"$2,907+ Studio","$3,485+ 1 bd","$5,001+ 2 bds","$11,007+ 3 bds",NaN,NaN
732,"228 Haight St, San Francisco, CA 94102",NaN,"$7,250/mo",5 bds,2 ba,"1,900 sqft",- Apartment for rent,NaN
733,"240 Lombard St, San Francisco, CA",NaN,"$2,600 Studio","$2,650+ 1 bd",NaN,NaN,NaN,NaN
734,"520 Geary St | 520 Geary St, San Francisco, CA",NaN,"$1,395+ Studio",NaN,NaN,NaN,NaN,NaN
735,"(undisclosed Address), San Francisco, CA 94108",NaN,"$1,695/mo",Studio,1 ba,300 sqft,- Apartment for rent,NaN
736,"(undisclosed Address), San Francisco, CA 94123",NaN,"$4,390/mo",1 bd,1 ba,"1,000 sqft",- Apartment for rent,NaN
737,"1450 Golden Gate Ave #MHM3MRD2T, San Francisco, CA 94115",NaN,"$3,495+/mo",Studio,1 ba,610 sqft,- Apartment for rent,NaN
738,"Nob Hill Place | 1155 Jones St, San Francisco, CA",NaN,"$2,450+ 1 bd",NaN,NaN,NaN,NaN,NaN
739,"480 Potrero Ave | 480 Potrero Ave, San Francisco, CA",NaN,"$2,495+ 2 bds","$3,675+ 3 bds",NaN,NaN,NaN,NaN
740,"2175 Market | 2175 Market St, San Francisco, CA",NaN,"$3,320+ 1 bd","$4,244+ 2 bds",NaN,NaN,NaN,NaN
741,"1782 Lombard St, San Francisco, CA 94123",NaN,"$3,500/mo",2 bds,1.5 ba,-- sqft,- House for rent,NaN
742,"1168 Folsom St #MTMHYGJPZ, San Francisco, CA 94103",NaN,"$4,000+/mo",3 bds,2 ba,"1,000 sqft",- Apartment for rent,NaN
743,"1799 Filbert St APT 3, San Francisco, CA 94123",NaN,"$3,500/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
744,"3325 Steiner Street | 3325 Steiner St, San Francisco, CA",NaN,"$2,000+ Studio",NaN,NaN,NaN,NaN,NaN
745,"191 Frederick St APT 25, San Francisco, CA 94117",NaN,"$2,050/mo",Studio,1 ba,-- sqft,- Apartment for rent,NaN
746,"1660 Sutter St APT 202, San Francisco, CA 94109",NaN,"$2,350/mo",1 bd,1 ba,750 sqft,- Apartment for rent,NaN
747,"1856 Mcallister St #P0Y9GFETX, San Francisco, CA 94115",NaN,"$2,100/mo",Studio,1 ba,243 sqft,- Apartment for rent,NaN
748,"3649 Market Street | 3649 Market St, San Francisco, CA",NaN,"$2,150 Studio","$3,250+ 2 bds",NaN,NaN,NaN,NaN
749,"Highpoint | 1888 Geneva Ave, San Francisco, CA",NaN,"$3,350+ 2 bds",NaN,NaN,NaN,NaN,NaN
750,"320 Connecticut St, San Francisco, CA 94107",NaN,"$3,800/mo",2 bds,1.5 ba,"1,150 sqft",- Apartment for rent,NaN
751,"1348 Sacramento St APT 8, San Francisco, CA 94109",NaN,"$2,800/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
752,"3445 Pierce St #205, San Francisco, CA 94123",NaN,"$3,595/mo",1 bd,1 ba,740 sqft,- Apartment for rent,NaN
753,"Lakewood at Lake Merced | 515 John Muir Dr, San Francisco, CA",NaN,"$2,300+ Studio","$2,560+ 1 bd","$3,470+ 2 bds",NaN,NaN,NaN
754,"1594 30th Ave, San Francisco, CA 94122",NaN,"$2,450/mo",2 bds,1 ba,750 sqft,- Apartment for rent,NaN
755,"3330 Pierce St APT 105, San Francisco, CA 94123",NaN,"$2,850/mo",Studio,1 ba,695 sqft,- Apartment for rent,NaN
756,"290 Alhambra St #7, San Francisco, CA 94123",NaN,"$3,150/mo",1 bd,1 ba,675 sqft,- Apartment for rent,NaN
757,"666 Post St, San Francisco, CA 94109",NaN,"$2,800/mo",1 bd,1 ba,770 sqft,- Apartment for rent,NaN
758,"1645 Fulton St | 1645 Fulton St, San Francisco, CA",NaN,"$2,495+ 1 bd","$2,500+ 2 bds",NaN,NaN,NaN,NaN
759,"754 Post St, San Francisco, CA",NaN,"$1,500+ Studio","$2,350 1 bd",NaN,NaN,NaN,NaN
760,"2290 Francisco St APT 101, San Francisco, CA 94123",NaN,"$2,895/mo",Studio,1 ba,550 sqft,- Apartment for rent,NaN
761,"1758 10th Ave #Y2KM6Y1CT, San Francisco, CA 94122",NaN,"$2,300+/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
762,"2241 Market St #2213A, San Francisco, CA 94114",NaN,"$5,700/mo",3 bds,2.5 ba,-- sqft,- Apartment for rent,NaN
763,"22 Franklin St #EF2TWWX4Q, San Francisco, CA 94102",NaN,"$2,695+/mo",2 bds,1 ba,700 sqft,- Apartment for rent,NaN
764,"2126 48th Ave, San Francisco, CA 94116",NaN,"$5,495/mo",3 bds,2 ba,"1,325 sqft",- House for rent,NaN
765,"536 Thornton Ave #6, San Francisco, CA 94124",NaN,"$2,488/mo",2 bds,1 ba,"1,000 sqft",- Apartment for rent,NaN
766,"1887 38th Ave #A, San Francisco, CA 94122",NaN,"$2,299/mo",1 bd,1 ba,500 sqft,- Apartment for rent,NaN
767,"420 Mission Bay Blvd N UNIT 222, San Francisco, CA 94158",NaN,"$5,600/mo",2 bds,2 ba,"1,426 sqft",- Apartment for rent,NaN
768,"643 Minna St, San Francisco, CA",NaN,"$4,600+ 4 bds",NaN,NaN,NaN,NaN,NaN
769,"8300 Oceanview Ter, San Francisco, CA",NaN,"$2,400 1 bd","$3,350 2 bds",NaN,NaN,NaN,NaN
770,"172 Haight St #1, San Francisco, CA 94102",NaN,"$1,925/mo",Studio,1 ba,-- sqft,- Apartment for rent,NaN
771,"555 4th Ave #B, San Francisco, CA 94118",NaN,"$1,875/mo",Studio,1 ba,300 sqft,- Apartment for rent,NaN
772,"3678 16th St, San Francisco, CA 94114",NaN,"$8,750/mo",4 bds,3 ba,"1,670 sqft",- Apartment for rent,NaN
773,"3680C 16th St, San Francisco, CA 94114",NaN,"$7,100/mo",3 bds,3 ba,"1,400 sqft",- Apartment for rent,NaN
774,"15B Scotland St #B, San Francisco, CA 94133",NaN,"$2,400/mo",1 bd,1 ba,400 sqft,- Apartment for rent,NaN
775,"3935 Mission St #3M, San Francisco, CA 94112",NaN,"$2,950/mo",1 bd,1 ba,800 sqft,- Apartment for rent,NaN
776,"719 Larkin St, San Francisco, CA",NaN,"$2,395+ 1 bd",NaN,NaN,NaN,NaN,NaN
777,"25 Sharon St, San Francisco, CA",NaN,"$2,800 1 bd","$3,250 2 bds",NaN,NaN,NaN,NaN
778,"3890 18th St #1J, San Francisco, CA 94114",NaN,"$3,595/mo",2 bds,1 ba,900 sqft,- Apartment for rent,NaN
779,"43 Diamond St, San Francisco, CA 94114",NaN,"$4,995/mo",3 bds,2 ba,"1,400 sqft",- Apartment for rent,NaN
780,"875 Post St | 875 Post St, San Francisco, CA",NaN,"$1,295+ Studio",NaN,NaN,NaN,NaN,NaN
781,"83 Mcallister St, San Francisco, CA",NaN,"$2,200 Studio","$1,795 1 bd",NaN,NaN,NaN,NaN
782,"Common City Gardens | 333 12th St, San Francisco, CA",NaN,"$1,441+ 2 bds","$1,145+ 4 bds","$1,095+ 5 bds",NaN,NaN,NaN
783,"1075 Union St #1075, San Francisco, CA 94133",NaN,"$3,500/mo",2 bds,1 ba,"1,600 sqft",- Apartment for rent,NaN
784,"4130 Cesar Chavez St APT 40, San Francisco, CA 94131",NaN,"$2,850/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
785,"30 Dore St #965JHCUEQ, San Francisco, CA 94103",NaN,"$2,495+/mo",1 bd,1 ba,415 sqft,- Apartment for rent,NaN
786,"555 Golden Gate Ave UNIT 304, San Francisco, CA 94102",NaN,"$3,200/mo",1 bd,1 ba,573 sqft,- Apartment for rent,NaN
787,"626 Powell | 626 Powell St, San Francisco, CA",NaN,"$1,795+ Studio","$2,195 1 bd","$3,295 2 bds",NaN,NaN,NaN
788,"3914 23rd St #B, San Francisco, CA 94114",NaN,"$2,850/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
789,"2301 Larkin St, San Francisco, CA",NaN,"$2,995+ 1 bd",NaN,NaN,NaN,NaN,NaN
790,"1487 Sacramento St APT 6, San Francisco, CA 94109",NaN,"$1,850/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
791,"2270 N Point St APT 10, San Francisco, CA 94123",NaN,"$3,695/mo",1 bd,1 ba,"1,050 sqft",- Apartment for rent,NaN
792,"428 Union St #C, San Francisco, CA 94133",NaN,"$2,500/mo",2 bds,1 ba,-- sqft,- Apartment for rent,NaN
793,"520 Bartlett St, San Francisco, CA",NaN,"$3,195+ 2 bds",NaN,NaN,NaN,NaN,NaN
794,"511 Webster St #B, San Francisco, CA 94117",NaN,"$5,390/mo",3 bds,2 ba,"1,600 sqft",- Apartment for rent,NaN
795,"(undisclosed Address), San Francisco, CA 94107",NaN,"$4,595/mo",2 bds,1 ba,"1,000 sqft",- Apartment for rent,NaN
796,"1100-1104 Fell St #501-505, San Francisco, CA 94117",NaN,"$4,995/mo",3 bds,2 ba,-- sqft,- Apartment for rent,NaN
797,"824 Brazil Ave, San Francisco, CA",NaN,"$3,830+ 3 bds",NaN,NaN,NaN,NaN,NaN
798,"1307 Hayes St APT 1, San Francisco, CA 94117",NaN,"$2,550/mo",1 bd,1 ba,-- sqft,- Apartment for rent,NaN
799,"(undisclosed Address), San Francisco, CA 94116",NaN,"$2,200/mo",1 bd,1 ba,600 sqft,- Apartment for rent,NaN
